Company,Company Description,Market Cap,Stock Price,PE Ratio,EPS,Market Cap Real
473) Perrigo (PRGO),"Perrigo Company plc (Perrigo), formerly Perrigo Company Limited, incorporated on June 28, 2013, is an over-the-counter (OTC) consumer goods and specialty pharmaceutical company. The Companys segments include Consumer Healthcare (CHC), ...See Company Profile ...Dividend History ...List of ETFs holding PRGO",$6.12,$44.85,10.43,1.75,"$6,120,000,000"
474) Federal Realty Investment Trust (FRT),"Federal Realty Investment Trust, incorporated on May 21, 1999, is an equity real estate investment trust (REIT). The Company specializes in the ownership, management and redevelopment of retail and mixed-use ...See Company Profile ...Dividend History ...List of ETFs holding FRT",$5.93,$78.43,35.33,3.57,"$5,930,000,000"
475) Huntington Ingalls Industries (HII),"Huntington Ingalls Industries, Inc., incorporated on August 4, 2010, is a military shipbuilding company and a provider of professional services to partners in government and industry. The Companys business consists ...See Company Profile ...Dividend History ...List of ETFs holding HII",$5.84,$144.13,12.8,12.91,"$5,840,000,000"
476) Leggett and Platt (LEG),"Leggett & Platt, Incorporated, incorporated on February 23, 1901, is a diversified manufacturer that conceives, designs and produces a range of engineered components and products found in homes, offices and ...See Company Profile ...Dividend History ...List of ETFs holding LEG",$5.65,$42.66,16.93,1.67,"$5,650,000,000"
477) Hanesbrands (HBI),"Hanesbrands Inc., incorporated on September 30, 2005, is a marketer of basic innerwear and activewear apparel in the Americas, Europe, Australia and Asia/Pacific. The Company operates through four segments: Innerwear, ...See Company Profile ...Dividend History ...List of ETFs holding HBI",$5.62,$16.15,9.97,1.45,"$5,620,000,000"
478) Comerica (CMA),"Comerica Incorporated, incorporated on November 13, 1972, is a financial services company. The Companys principal activity is lending to and accepting deposits from businesses and individuals. The Companys segments include ...See Company Profile ...Dividend History ...List of ETFs holding CMA",$5.47,$39.33,11.47,4.2,"$5,470,000,000"
479) Invesco (IVZ),"Invesco Ltd. (Invesco), incorporated on September 12, 2007, is an independent investment management company. The Company provides a range of investment capabilities and outcomes, which are delivered through a set ...See Company Profile ...Dividend History ...List of ETFs holding IVZ",$5.44,$11.85,6.89,1.01,"$5,440,000,000"
480) Apartment Investment and Management (AIV),"Apartment Investment and Management Company (Aimco), incorporated on January 10, 1994, is a self-administered and self-managed real estate investment trust (REIT). Aimco, through its subsidiaries, AIMCO-GP, Inc. and AIMCO-LP Trust, ...See Company Profile ...Dividend History ...List of ETFs holding AIV",$5.40,$36.25,-258.93,1.22,"$5,400,000,000"
481) Kimco Realty (KIM),"Kimco Realty Corporation, incorporated on March 25, 1994, is a self-administered real estate investment trust. The Company is engaged in the ownership, management, development and operation of open-air shopping centers, ...See Company Profile ...Dividend History ...List of ETFs holding KIM",$5.15,$11.90,23.8,2.27,"$5,150,000,000"
482) Under Armour (UA),"Under Armour, Inc., incorporated on July 01, 1996, is engaged in the development, marketing and distribution of branded performance apparel, footwear and accessories for men, women and youth. The Companys ...See Company Profile ...Dividend History ...List of ETFs holding UA",$5.13,$10.54,70.27,-1.51,"$5,130,000,000"
483) Under Armour (UAA),"Under Armour, Inc., incorporated on July 01, 1996, is engaged in the development, marketing and distribution of branded performance apparel, footwear and accessories for men, women and youth. The Companys ...See Company Profile ...Dividend History ...List of ETFs holding UAA",$5.13,$12.06,120.6,-1.51,"$5,130,000,000"
484) Polo Ralph Lauren (RL),"Ralph Lauren Corporation, incorporated on March 20, 1997, is engaged in the design, marketing and distribution of lifestyle products, including apparel, accessories, home furnishings and other licensed product categories. The ...See Company Profile ...Dividend History ...List of ETFs holding RL",$5.11,$69.93,11.87,1.84,"$5,110,000,000"
485) Nielsen (NLSN),"Nielsen Holdings plc, together with its subsidiaries, operates as an information and measurement company. It operates through Buy and Watch segments. The company provides media and marketing informati...See Company Profile ...Dividend History ...List of ETFs holding NLSN",$5.10,$14.29,8.46,-1.77,"$5,100,000,000"
486) Zions Bancorp (ZION),"Zions Bancorporation, incorporated on April 25, 1955, is a financial holding company. The Company conducts its banking operations through separately managed and branded segments, including Zions Bank, Amegy Bank, California ...See Company Profile ...Dividend History ...List of ETFs holding ZION",$4.90,$29.85,9.82,2.56,"$4,900,000,000"
487) Diamondback Energy (FANG),"Diamondback Energy, Inc., incorporated on December 30, 2011, is an independent oil and natural gas company. The Company focuses on the acquisition, development, exploration and exploitation of unconventional onshore oil ...See Company Profile ...Dividend History ...List of ETFs holding FANG",$4.81,$30.47,9.23,-17.39,"$4,810,000,000"
488) Norwegian Cruise Line (NCLH),"Norwegian Cruise Line Holdings Ltd. (NCLH), incorporated on February 21, 2011, is a global cruise company. The Company operates Norwegian Cruise Line, Oceania Cruises and Regent Seven Seas Cruises brands. ...See Company Profile ...Dividend History ...List of ETFs holding NCLH",$4.77,$17.29,-3.99,-9.2,"$4,770,000,000"
489) DXC Technology (DXC),"DXC Technology Company, together with its subsidiaries, provides information technology services and solutions primarily in North America, Europe, Asia, and Australia. It operates through three segments: Global...See Company Profile ...Dividend History ...List of ETFs holding DXC",$4.67,$18.36,4.49,-22.48,"$4,670,000,000"
490) FLIR (FLIR),"FLIR Systems, Inc. (FLIR), incorporated on March 8, 1978, designs, develops, markets and distributes thermal imaging systems, visible-light imaging systems, locater systems, measurement and diagnostic systems and threat-detection solutions. The ...See Company Profile ...Dividend History ...List of ETFs holding FLIR",$4.65,$35.49,15.84,1.04,"$4,650,000,000"
491) Alaska Air (ALK),"Alaska Air Group, Inc., through its subsidiaries, provides passenger and cargo air transportation services. The company operates through three segments: Mainline, Regional, and Horizon. It has a netwo...See Company Profile ...Dividend History ...List of ETFs holding ALK",$4.64,$37.52,29.09,0.46,"$4,640,000,000"
492) Tapestry Inc (TPR),"Tapestry, Inc., formerly Coach, Inc., incorporated on June 1, 2000, is a design house of luxury accessories and lifestyle collections. The Company's product offering uses a range of leathers, fabrics and materials. ...Dividend History ...List of ETFs holding TPR",$4.48,$16.15,7.31,-2.34,"$4,480,000,000"
493) People's United (PBCT),"People's United Financial, Inc. operates as the bank holding company for People's United Bank, National Association that provides commercial banking, retail banking, and wealth management services to ...See Company Profile ...Dividend History ...List of ETFs holding PBCT",$4.47,$10.53,10.64,1.14,"$4,470,000,000"
494) PVH Corp (PVH),"PVH Corp. operates as an apparel company in North America and internationally. The company operates through six segments: Calvin Klein North America, Calvin Klein International, Tommy Hilfiger North A...See Company Profile ...Dividend History ...List of ETFs holding PVH",$4.42,$62.12,10.82,-13.92,"$4,420,000,000"
495) Xerox (XRX),"Xerox Corporation, incorporated on April 18, 1906, is engaged in imaging, business process, analytics, automation and user-centric insights. The Companys segments include Services, Document Technology and Other. Other segment includes ...See Company Profile ...Dividend History ...List of ETFs holding XRX",$4.14,$19.05,8.54,4.71,"$4,140,000,000"
496) Noble Energy (NBL),"Noble Energy, Inc., incorporated on December 29, 1969, is an independent energy company. The Company is engaged in crude oil, natural gas and natural gas liquids (NGLs) exploration, development, production ...See Company Profile ...Dividend History ...List of ETFs holding NBL",$4.10,$8.46,-282,-11.61,"$4,100,000,000"
497) Apache (APA),"Apache Corporation, incorporated on December 6, 1954, is an independent energy company. Both domestically and internationally, the Company explores for, develops, and produces natural gas, crude oil and natural gas ...See Company Profile ...Dividend History ...List of ETFs holding APA",$3.68,$9.74,-324.67,-21.21,"$3,680,000,000"
498) Devon Energy (DVN),"Devon Energy Corporation, incorporated on May 18, 1999, is an independent energy company. The Company controls EnLink Midstream Partners, L.P. (EnLink). The Companys segments include U.S., Canada and EnLink. The ...See Company Profile ...Dividend History ...List of ETFs holding DVN",$3.67,$9.60,24.62,-7.91,"$3,670,000,000"
499) SL Green Realty (SLG),"SL Green Realty Corp., incorporated on June 10, 1997, is a self-managed real estate investment trust (REIT), with in-house capabilities in property management, acquisitions and dispositions, financing, development and redevelopment, ...See Company Profile ...Dividend History ...List of ETFs holding SLG",$3.62,$49.36,-55.46,2.8,"$3,620,000,000"
500) Unum (UNM),"Unum Group, incorporated on March 22, 1995, is a provider of financial protection benefits in the United States and the United Kingdom. The Companys products include disability, life, accident, critical ...See Company Profile ...Dividend History ...List of ETFs holding UNM",$3.60,$17.68,3.31,4.7,"$3,600,000,000"
